
WARNING: The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
[206] DAY 2010-10-18 : 0.00004900 => (ans,pred) False:False]
[206] DAY 2010-10-19 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-10-20 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-10-21 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-10-22 : 0.00004900 => (ans,pred) False:False]
[206] DAY 2010-10-25 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-10-26 : 0.00020729 => (ans,pred) False:False]
[206] DAY 2010-10-27 : 0.00020729 => (ans,pred) False:False]
[206] DAY 2010-10-28 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-10-29 : 0.00004900 => (ans,pred) False:False]
[206] DAY 2010-11-01 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-11-02 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2010-11-03 : 0.00013674 => (ans,pred) False:False]
[206] DAY 2010-11-04 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-11-05 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-11-08 : 0.00005077 => (ans,pred) False:False]
[206] DAY 2010-11-09 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-11-10 : 0.00000000 => (ans,pred) False:False]
[206] DAY 2010-11-11 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-11-12 : 0.00007124 => (ans,pred) False:False]
[206] DAY 2010-11-15 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2010-11-16 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-11-17 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-11-18 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-11-19 : 0.00004900 => (ans,pred) False:False]
[206] DAY 2010-11-22 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-11-23 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2010-11-24 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-11-29 : 0.00007124 => (ans,pred) False:False]
[206] DAY 2010-11-30 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-01 : 0.00004900 => (ans,pred) False:False]
[206] DAY 2010-12-02 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-03 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2010-12-06 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-07 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-08 : 0.00007124 => (ans,pred) False:False]
[206] DAY 2010-12-09 : 0.00020729 => (ans,pred) False:False]
[206] DAY 2010-12-10 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-13 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-14 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2010-12-15 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-16 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-17 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-20 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-21 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-22 : 0.00013674 => (ans,pred) False:False]
[206] DAY 2010-12-27 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2010-12-28 : 0.00007124 => (ans,pred) False:False]
[206] DAY 2010-12-29 : 0.00005077 => (ans,pred) False:False]
[206] DAY 2010-12-30 : 0.00004900 => (ans,pred) False:False]
[206] DAY 2011-01-03 : 0.00004900 => (ans,pred) False:False]
[206] DAY 2011-01-04 : 0.00007124 => (ans,pred) False:False]
[206] DAY 2011-01-05 : 0.00020729 => (ans,pred) False:False]
[206] DAY 2011-01-06 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-01-07 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-10 : 0.00004900 => (ans,pred) False:False]
[206] DAY 2011-01-11 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-12 : 0.00013674 => (ans,pred) False:False]
[206] DAY 2011-01-13 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-14 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-17 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-18 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-01-19 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2011-01-20 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-21 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-24 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-25 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-26 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-27 : 0.00005077 => (ans,pred) False:False]
[206] DAY 2011-01-28 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-01-31 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-01 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-02 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2011-02-03 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-04 : 0.00013674 => (ans,pred) False:False]
[206] DAY 2011-02-07 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-02-08 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-02-09 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-10 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-02-11 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-14 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-15 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-02-16 : 0.00020729 => (ans,pred) False:False]
[206] DAY 2011-02-17 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-18 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-21 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-22 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-23 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-02-24 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2011-02-25 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-02-28 : 0.00013674 => (ans,pred) False:False]
[206] DAY 2011-03-01 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-02 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-03 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-03-04 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-07 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-08 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-09 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-10 : 0.00013674 => (ans,pred) False:False]
[206] DAY 2011-03-11 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2011-03-14 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-15 : 0.00013674 => (ans,pred) False:False]
[206] DAY 2011-03-16 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-03-17 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-18 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-21 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-03-22 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2011-03-23 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-24 : 0.00005077 => (ans,pred) False:False]
[206] DAY 2011-03-25 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-28 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-29 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-03-30 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2011-03-31 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-04-01 : 0.00004900 => (ans,pred) False:False]
[206] DAY 2011-04-04 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-04-05 : 0.00005077 => (ans,pred) False:False]
[206] DAY 2011-04-06 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-04-07 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-04-08 : 0.00013674 => (ans,pred) False:False]
[206] DAY 2011-04-11 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-04-12 : 0.00004900 => (ans,pred) False:False]
[206] DAY 2011-04-13 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2011-04-14 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-04-15 : 0.00020729 => (ans,pred) False:False]
[206] DAY 2011-04-18 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-04-19 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-04-20 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-04-21 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2011-04-25 : 0.00013674 => (ans,pred) False:False]
[206] DAY 2011-04-26 : 0.00020729 => (ans,pred) False:False]
[206] DAY 2011-04-27 : 0.00011466 => (ans,pred) False:False]
[206] DAY 2011-04-28 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-04-29 : 0.00007124 => (ans,pred) False:False]
[206] DAY 2011-05-02 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-05-03 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-05-04 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-05-05 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-05-06 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-05-09 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-05-10 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-05-11 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-05-12 : 0.00011342 => (ans,pred) False:False]
[206] DAY 2011-05-13 : 0.00008957 => (ans,pred) False:False]
[206] DAY 2011-05-16 : 0.00007124 => (ans,pred) False:False]
user 206 : TP0, TN0, FP0, OT346 : Acc(0.0) Recall(0.0) DONE
begin user  207
step: 0  loss: 2.44537425
step: 100  loss: 0.15071319
step: 200  loss: 0.00320463
step: 300  loss: 0.00101494
step: 400  loss: 0.00054355
step: 500  loss: 0.00035758
user 207  trained.  loss: 0.00035758
Testing...
[207] DAY 2010-01-04 : 0.00035578 => (ans,pred) False:False]
[207] DAY 2010-01-05 : 0.00017034 => (ans,pred) False:False]
[207] DAY 2010-01-06 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-01-07 : 0.00035578 => (ans,pred) False:False]
[207] DAY 2010-01-08 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-01-11 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-01-12 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-01-13 : 0.00033280 => (ans,pred) False:False]
[207] DAY 2010-01-14 : 0.00022150 => (ans,pred) False:False]
[207] DAY 2010-01-15 : 0.00044869 => (ans,pred) False:False]
[207] DAY 2010-01-18 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-01-19 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-01-20 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-01-21 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-01-22 : 0.00014667 => (ans,pred) False:False]
[207] DAY 2010-01-25 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-01-26 : 0.00008288 => (ans,pred) False:False]
[207] DAY 2010-01-27 : 0.00035578 => (ans,pred) False:False]
[207] DAY 2010-01-28 : 0.00026812 => (ans,pred) False:False]
[207] DAY 2010-01-29 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-02-01 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-02-02 : 0.00026812 => (ans,pred) False:False]
[207] DAY 2010-02-03 : 0.00033280 => (ans,pred) False:False]
[207] DAY 2010-02-04 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-02-05 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-02-08 : 0.00031538 => (ans,pred) False:False]
[207] DAY 2010-02-09 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-02-10 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-02-11 : 0.00023971 => (ans,pred) False:False]
[207] DAY 2010-02-12 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-02-15 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-02-16 : 0.00033280 => (ans,pred) False:False]
[207] DAY 2010-02-17 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-02-18 : 0.00026812 => (ans,pred) False:False]
[207] DAY 2010-02-19 : 0.00022150 => (ans,pred) False:False]
[207] DAY 2010-02-22 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-02-23 : 0.00032110 => (ans,pred) False:False]
[207] DAY 2010-02-24 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-02-25 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-02-26 : 0.00022150 => (ans,pred) False:False]
[207] DAY 2010-03-01 : 0.00022150 => (ans,pred) False:False]
[207] DAY 2010-03-02 : 0.00035578 => (ans,pred) False:False]
[207] DAY 2010-03-03 : 0.00017034 => (ans,pred) False:False]
[207] DAY 2010-03-04 : 0.00029501 => (ans,pred) False:False]
[207] DAY 2010-03-05 : 0.00034833 => (ans,pred) False:False]
[207] DAY 2010-03-08 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-03-09 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-03-10 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-03-11 : 0.00008288 => (ans,pred) False:False]
[207] DAY 2010-03-12 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-03-15 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-03-16 : 0.00022150 => (ans,pred) False:False]
[207] DAY 2010-03-17 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-03-18 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-03-19 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-03-22 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-03-23 : 0.00017034 => (ans,pred) False:False]
[207] DAY 2010-03-24 : 0.00033280 => (ans,pred) False:False]
[207] DAY 2010-03-25 : 0.00022150 => (ans,pred) False:False]
[207] DAY 2010-03-26 : 0.00022150 => (ans,pred) False:False]
[207] DAY 2010-03-29 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-03-30 : 0.00033280 => (ans,pred) False:False]
[207] DAY 2010-03-31 : 0.00038012 => (ans,pred) False:False]
[207] DAY 2010-04-01 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-04-05 : 0.00038012 => (ans,pred) False:False]
[207] DAY 2010-04-06 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-04-07 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-04-08 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-04-09 : 0.00013680 => (ans,pred) False:False]
[207] DAY 2010-04-12 : 0.00033280 => (ans,pred) False:False]
[207] DAY 2010-04-13 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-04-14 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-04-15 : 0.00035578 => (ans,pred) False:False]
[207] DAY 2010-04-16 : 0.00032110 => (ans,pred) False:False]
[207] DAY 2010-04-19 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-04-20 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-04-21 : 0.00032979 => (ans,pred) False:False]
[207] DAY 2010-04-22 : 0.00033280 => (ans,pred) False:False]
[207] DAY 2010-04-23 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-04-26 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-04-27 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-04-28 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-04-29 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-04-30 : 0.00017034 => (ans,pred) False:False]
[207] DAY 2010-05-03 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-05-04 : 0.00013027 => (ans,pred) False:False]
[207] DAY 2010-05-05 : 0.00955374 => (ans,pred) False:False]
[207] DAY 2010-05-06 : 0.00022150 => (ans,pred) False:False]
[207] DAY 2010-05-07 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-05-10 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-05-11 : 0.00014667 => (ans,pred) False:False]
[207] DAY 2010-05-12 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-05-13 : 0.00052939 => (ans,pred) False:False]
[207] DAY 2010-05-14 : 0.00955374 => (ans,pred) False:False]
[207] DAY 2010-05-17 : 0.00035578 => (ans,pred) False:False]
[207] DAY 2010-05-18 : 0.00052939 => (ans,pred) False:False]
[207] DAY 2010-05-19 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-05-20 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-05-21 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-05-24 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-05-25 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-05-26 : 0.00029138 => (ans,pred) False:False]
[207] DAY 2010-05-27 : 0.00650675 => (ans,pred) False:False]
[207] DAY 2010-05-28 : 0.00045899 => (ans,pred) False:False]
[207] DAY 2010-06-01 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-06-02 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-06-03 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-06-04 : 0.00044976 => (ans,pred) False:False]
[207] DAY 2010-06-07 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-06-08 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-06-09 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-06-10 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-06-11 : 0.00035578 => (ans,pred) False:False]
[207] DAY 2010-06-14 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-06-15 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-06-16 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-06-17 : 0.00008288 => (ans,pred) False:False]
[207] DAY 2010-06-18 : 0.00955374 => (ans,pred) False:False]
[207] DAY 2010-06-21 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-06-22 : 0.00029883 => (ans,pred) False:False]
[207] DAY 2010-06-23 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-06-24 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-06-25 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-06-28 : 0.00029442 => (ans,pred) False:False]
[207] DAY 2010-06-29 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-06-30 : 0.00032110 => (ans,pred) False:False]
[207] DAY 2010-07-01 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-07-02 : 0.00032110 => (ans,pred) False:False]
[207] DAY 2010-07-06 : 0.00740729 => (ans,pred) False:False]
[207] DAY 2010-07-07 : 0.00722464 => (ans,pred) False:False]
[207] DAY 2010-07-08 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-07-09 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-07-12 : 0.00027529 => (ans,pred) False:False]
[207] DAY 2010-07-13 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-07-14 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-07-15 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-07-16 : 0.00650675 => (ans,pred) False:False]
[207] DAY 2010-07-19 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-07-20 : 0.00032110 => (ans,pred) False:False]
[207] DAY 2010-07-21 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-07-22 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-07-23 : 0.00033280 => (ans,pred) False:False]
[207] DAY 2010-07-26 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-07-27 : 0.00008288 => (ans,pred) False:False]
[207] DAY 2010-07-28 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-07-29 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-07-30 : 0.00013790 => (ans,pred) False:False]
[207] DAY 2010-08-02 : 0.00033280 => (ans,pred) False:False]
[207] DAY 2010-08-03 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-08-04 : 0.00654082 => (ans,pred) False:False]
[207] DAY 2010-08-05 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-08-06 : 0.00027529 => (ans,pred) False:False]
[207] DAY 2010-08-09 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-08-10 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-08-11 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-08-12 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-08-13 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-08-16 : 0.00025304 => (ans,pred) False:False]
[207] DAY 2010-08-17 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-08-18 : 0.00029138 => (ans,pred) False:False]
[207] DAY 2010-08-19 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-08-20 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-08-23 : 0.00035578 => (ans,pred) False:False]
[207] DAY 2010-08-24 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-08-25 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-08-26 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-08-27 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-08-30 : 0.00029442 => (ans,pred) False:False]
[207] DAY 2010-08-31 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-09-01 : 0.00025304 => (ans,pred) False:False]
[207] DAY 2010-09-02 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-09-03 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-09-07 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-09-08 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-09-09 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-09-10 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-09-13 : 0.00035578 => (ans,pred) False:False]
[207] DAY 2010-09-14 : 0.00033280 => (ans,pred) False:False]
[207] DAY 2010-09-15 : 0.00015059 => (ans,pred) False:False]
[207] DAY 2010-09-16 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-09-17 : 0.00025531 => (ans,pred) False:False]
[207] DAY 2010-09-20 : 0.00028186 => (ans,pred) False:False]
[207] DAY 2010-09-21 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-09-22 : 0.00040021 => (ans,pred) False:False]
[207] DAY 2010-09-23 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-09-24 : 0.00030776 => (ans,pred) False:False]
[207] DAY 2010-09-27 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-09-28 : 0.00040021 => (ans,pred) False:False]
[207] DAY 2010-09-29 : 0.00039509 => (ans,pred) False:False]
[207] DAY 2010-09-30 : 0.00035578 => (ans,pred) False:False]
